period,Belgium – Consumer Price Index > OECD Groups > All items non-food non-energy > Total – Index 2015=100 – Monthly (OECD/MEI/BEL.CPGRLE01.IXOB.M),Switzerland – Consumer Price Index > OECD Groups > All items non-food non-energy > Total – Index 2015=100 – Monthly (OECD/MEI/CHE.CPGRLE01.IXOB.M),Germany – Consumer Price Index > OECD Groups > All items non-food non-energy > Total – Index 2015=100 – Monthly (OECD/MEI/DEU.CPGRLE01.IXOB.M),Israel – Consumer Price Index > OECD Groups > All items non-food non-energy > Total – Index 2015=100 – Monthly (OECD/MEI/ISR.CPGRLE01.IXOB.M),Korea – Consumer Price Index > OECD Groups > All items non-food non-energy > Total – Index 2015=100 – Monthly (OECD/MEI/KOR.CPGRLE01.IXOB.M),Lithuania – Consumer Price Index > OECD Groups > All items non-food non-energy > Total – Index 2015=100 – Monthly (OECD/MEI/LTU.CPGRLE01.IXOB.M),Latvia – Consumer Price Index > OECD Groups > All items non-food non-energy > Total – Index 2015=100 – Monthly (OECD/MEI/LVA.CPGRLE01.IXOB.M),Norway – Consumer Price Index > OECD Groups > All items non-food non-energy > Total – Index 2015=100 – Monthly (OECD/MEI/NOR.CPGRLE01.IXOB.M)
2007-06-01,87.2737867849396,99.5985811780805,90.7648188336716,85.2272727272727,83.639470085877,83.0702,83.47036,85.47627
2007-07-01,87.6137136197352,98.8107666913842,91.2586279893838,86.2926136363636,83.8002745312736,83.4243,84.24467,85.1076
2007-08-01,87.6040014244553,98.8038000034638,91.2533599286337,86.6122159090909,83.879618829989,83.8578,85.13897,85.152548
2007-09-01,87.4680306905371,98.8159213824927,91.2862808205972,86.0795454545454,83.879618829989,84.7428,87.07089,85.916556
2007-10-01,87.6137136197352,99.7175183137989,91.309492388328,85.7599431818182,84.0404232753855,85.138,88.02067,86.159628
2007-11-01,87.7496843536534,99.8337599692749,91.2774162445304,85.7599431818182,84.1187096501181,85.6627,88.34242,86.625724
2007-12-01,88.0022014309301,99.974880938471,92.1719179656186,86.0795454545454,84.2784561715318,85.7936,88.43481,86.968724
2008-01-01,88.0216258214899,99.3438651434166,91.4143404188193,85.546875,84.6794093610404,86.1657,91.04465,86.373718
2008-02-01,88.468386804364,99.6648043438932,91.8158270474713,85.0142045454546,84.9989024038678,87.0792,92.13189,86.959974
2008-03-01,88.623781928842,99.7871726094835,92.0891241978707,85.2272727272727,85.9584394563329,87.9502,93.40431,87.310136
2008-04-01,88.4780989996439,100.744695246143,91.7180368879068,86.2926136363636,86.1181859777466,88.9848,94.08845,87.463591
2008-05-01,88.8180258344395,101.053968992086,92.0094169287342,86.5056818181818,86.437679020574,89.4274,94.60643,87.34351
2008-06-01,89.0219819353168,100.777022559906,92.0071836257704,86.9318181818182,86.5974255419876,89.7357,94.70938,87.550384
2008-07-01,89.3813331606721,100.075872701157,92.540223942246,87.5710227272727,86.9983787314962,89.8357,94.51624,87.44673
2008-08-01,89.391045355952,100.257474974785,92.6037542840039,88.5298295454545,86.9983787314962,90.1929,94.9013,87.565312
2008-09-01,89.4104697465117,100.430343072242,92.447027100834,88.5298295454545,87.3178717743236,90.8204,96.59754,88.58909
2008-10-01,89.6532746285086,101.207145825793,92.4682176085777,88.7428977272727,87.3982739970219,91.5889,96.98917,88.806094
2008-11-01,89.6629868237884,101.252317053279,92.4567501522245,89.1690340909091,87.7177670398494,91.7258,96.92728,88.667262
2008-12-01,89.8766551199456,101.337937930876,93.3637647055213,89.9147727272727,88.0372600826767,91.6511,96.56324,88.851475
2009-01-01,89.8572307293859,100.653900386049,92.4515581188094,89.5951704545454,88.0372600826767,93.2616,98.51735,88.525591
